NJ	MILLVILLE	KMIV	US
NJ	MORRISTOWN MUNI	KMMU	US
NJ	MOUNT HOLLY	KVAY	US
NJ	MT HOLLY/PHL/WFO	KPHI	US
NJ	NEWARK	KEWR	US
NJ	OCEAN CITY	K26N	US
NJ	OLD BRIDGE	K3N6	US
NJ	PITTSTOWN	KN40	US
NJ	PRINCETON	K39N	US
NJ	ROBBINSVILLE	KN87	US
NJ	SEA ISLE VOR	KSIE	US
NJ	SOMERVILLE	KSMQ	US
NJ	SPARTA VOR	KSAX	US
NJ	SUSSEX	KFWN	US
NJ	TETERBORO	KTEB	US
NJ	TOMS RIVER	KMJX	US
NJ	TRENTON	KTTN	US
NJ	WEST MILFORD	K4N1	US
NJ	WILDWOOD	KWWD	US
NJ	WOODBINE MUNI	KOBI	US
NJ	WRIGHTST/MCGUIRE	KWRI	US
NJ	NEW BRUNSWICK	KNBK	US
NJ	SANDY HOOK CGS	K56N	US
NJ	SOMERVILLE	KN52	US
NJ	SUSSEX	KN63	US
NJ	SOMERVILLE	KSJB	US
			
NE	W MEXICO         0	4-OC	
CD	STATION	ICAO	
NM	GALLUP	KGUP	US
NM	ALAMOGORDO WHITE	KALM	US
NM	ALBUQUERQUE	KABQ	US
NM	ALBUQUERQUE/88D	KABX	US
NM	KIRTLAND AFB-ABQ	KIKR	US
NM	ALBUQUERQU/ARTCC	KZAB	US
NM	ANGEL FIRE	KAXX	US
NM	ARTESIA	KATS	US
NM	AZTEC PROFILER		US
NM	BELEN	KE80	US
NM	CANNON AFB/CLOVI	KCVS	US
NM	CANNON AFB/88D	KFDX	US
NM	CARLSBAD	KCNM	US
NM	CHAMA (AWRS)	KE33	US
NM	CHISUM/ROSWELL	KCME	US
NM	CIMARRON (VOR)	KCIM	US
NM	CLAYTON	KCAO	US
NM	CLINES CORNERS	KCQC	US
NM	CLOVIS MUNI	KCVN	US
NM	CORONA/LINCOLN	K4CR	US
NM	DEMING	KDMN	US
NM	DOUBLE EAGLE II	KAEG	US
NM	FARMINGTON	KFMN	US
NM	RATTLESNAKE-FMN	KRSK	US
NM	GRANTS	KGNT	US
NM	HOBBS/LEA CO.	KHOB	US
NM	HOLLOMAN AFB	KHMN	US
NM	LAS CRUCES INTL	KLRU	US
NM	LAS VEGAS	KLVS	US
NM	LORDSBURG	KLSB	US
NM	FT UNION/VEGAS	KFTI	US
NM	LOS ALAMOS	KLAM	US
NM	MCGREGOR RANGE	KM63	US
NM	MELROSE G RANGE	K4MR	US
NM	MORIARTY	K4MY	US
NM	MORIARTY	K0E0	US
NM	RATON	KRTN	US
NM	ROSWELL	KROW	US
NM	SIERRA B/RUIDOSO	KSRR	US
NM	SANTA FE	KSAF	US
NM	SANTA ROSA	KSXU	US
NM	SANTA TERESA/88D	KEPZ	US
NM	SANTA TERESA	K5T6	US
NM	SANTA TERESA	KDNA	US
NM	SILVER CITY	KSVC	US
NM	SOCORRO	KONM	US
NM	TAOS MUNI APT	KSKX	US
NM	TORREON/CUBA	K4SL	US
NM	TRUTH OR CONSEQ.	KTCS	US
NM	TUCUMCARI PROFIL		US
NM	TUCUMCARI	KTCC	US
NM	W SANDS/HOLLOMAN	KHDX	US
NM	WHITE SANDS PROF		US
NM	WHITE SANDS TEST	K2C2	US
NM	CLINES CORNERS	KP70	US
NM	WHITE SANDS	KE28	US
NM	TAOS(AWRS)	KE23	US
NM	ZUNI PUEBLO	KZUN	US
			
NE	VADA             1	4-JU	
CD	STATION	ICAO	
NV	AUSTIN	KU31	US
NV	AUSTIN	KTMT	US
NV	BATTLE MOUNTAIN	KB23	US
NV	BATTLE MTN (VOR)	KBAM	US
NV	BEATTY	KBTY	US
NV	BOULDER CITY	KBVU	US
NV	CARSON CITY	KCXP	US
NV	COALDALE (VOR)	KOAL	US
NV	DESERT R/MERCURY	KDRA	US
NV	ELKO	KEKO	US
NV	ELKO/WFO	KLKN	US
NV	ELKO/LANDER 88D	KLRX	US
NV	ELY	KELY	US
NV	EUREKA	K05U	US
NV	EUREKA	KP68	US
NV	FALLON NAS	KNFL	US
NV	INDIAN SPRINGS	KINS	US
NV	IND SPRNG RANGE	KL63	US
NV	LAS VEGAS	KLAS	US
NV	LAS VEGAS/NELLIS	KLSV	US
NV	LAS VEGAS/NELSON	KESX	US
NV	VEGAS/HENDERSON	KHND	US
NV	LAS VEGAS/WFO	KVEF	US
NV	LOVELOCK	KLOL	US
NV	MINDEN	KMEV	US
NV	NORTH LAS VEGAS	KVGT	US
NV	RENO	KRNO	US
NV	RENO/WFO	KREV	US
NV	RENO/STEAD	KRTS	US
NV	RENO/WASHOE CTY	KRGX	US
NV	RENO(VOR)	KFMG	US
NV	TONOPAH	KTPH	US
NV	TONOPAH RANGE74	KBJN	US
NV	WELLS	K9BB	US
NV	WILDHORSE RES/EL	KAWH	US
NV	WILSON CREEK	KILC	US
NV	WINNEMUCCA	KWMC	US
NV	YUCCA FLATS	KYUC	US
NV	YUCCA FLAT	KUCC	US
NV	CALIENTE	KP38	US
NV	HAWTHORNE	KHTH	US
NV	INDIAN SPRINGS	KL76	US
NV	JACKPOT	K06U	US
NV	OWYHEE	KOWY	US
NV	TONOPAH MILITARY	KTNX	US
			
NE	W YORK           1	4-SE	
CD	STATION	ICAO	
NY	ALBANY	KALB	US
NY	ALBANY/E. BERNE	KENX	US
NY	ALBANY/WFO	KALY	US
NY	BINGHAMTON	KBGM	US
NY	BROOKHAVEN/UPTON	KOKX	US
NY	BROOKHAVEN/KBNL		US
NY	BUFFALO/CHEEKTOW	KBUF	US
NY	CANANDAIGUA	KD38	US
NY	CORTLAND	KN03	US
NY	DANSVILLE	KDSV	US
NY	DUNKIRK	KDKK	US
NY	EAST HAMPTON	KHTO	US
NY	ELMIRA	KELM	US
NY	ENDICOTT/TRI-CIT	KCZG	US
NY	FARMINGDALE	KFRG	US
NY	FORT DRUM/88D	KTYX	US
NY	FORT DRUM/WHEELE	KGTB	US
NY	FULTON	KFZY	US
NY	GLENS FALLS	KGFL	US
NY	HAMILTON MUNICIP	KVGC	US
NY	HANCOCK VOR	KHNK	US
NY	HORNELL	K4G6	US
NY	HUDSON/COLUMBIA	K1B1	US
NY	ISLIP	KISP	US
NY	ITHACA/TOMPKINS	KITH	US
NY	JAMESTOWN	KJHW	US
NY	JOHNSTOWN	KNY0	US
NY	MANHATTAN/DWNTWN	KJRB	US
NY	MASSENA	KMSS	US
NY	MONTAUK	KMTP	US
NY	MONTGOMERY	KMGJ	US
NY	MONTICELLO	KMSV	US
NY	NEWBURGH/STEWART	KSWF	US
NY	NIAGARA FALLS	KIAG	US
NY	NORWICH	KOIC	US
NY	NYC/JFK ARPT	KJFK	US
NY	NYC/LA GUARDIA	KLGA	US
NY	NYC/CENTRAL PARK	KNYC	US
NY	NEW YORK/ARTCC	KZNY	US
NY	OGDENSBURG INTL	KOGS	US
NY	OLEAN	KOLE	US
NY	PENN YAN	KPEO	US
NY	PLATTSBURGH	KPLB	US
NY	PLATTSBURGH AFB	KPBG	US
NY	POTSDAM	KPTD	US
NY	POUGHKEEPSIE	KPOU	US
NY	ROCHESTER	KROC	US
NY	ROME/GRIFFISS AF	KRME	US
NY	SARANAC LAKE	KSLK	US
NY	SARATOGA SPRINGS	K5B2	US
NY	SCHENECTADY AIRP	KSCH	US
NY	SHIRLEY	KHWV	US
NY	SIDNEY	KN23	US
NY	SKANEATELES	K6B9	US
NY	SYRACUSE	KSYR	US
NY	SYRACUSE		US
NY	UTICA	KUCA	US
NY	WATERTOWN	KART	US
NY	WELLSVILLE	KELZ	US
NY	WESTHAMPTON BEAC	KFOK	US
NY	WHITE PLAINS	KHPN	US
NY	WILLIAMSON/SODUS	KSDC	US
NY	AMBROSE	KN28	US
NY	AMBROSE (LGT-SH		US
NY	BOONVILLE	K1B8	US
NY	COLDEN	KCOL	US
NY	COOPERSTOWN	KCOO	US
NY	ELLENBURG DEPOT	KELB	US
NY	GALLOO ISLAND		US
NY	MALONE	KMAL	US
NY	ONEONTA	KOZX	US
NY	FULTON/OSWEGO CT	KN00	US
NY	PISECO LAKE	KPIC	US
NY	SLIDE MOUNTAIN	KSLD	US
NY	STORMVILLE	KSTM	US
NY	WARSAW	KWRS	US
NY	GRIFFISS AFB/88D	KRMX	US
			
OH	IO               1	4-JU	
CD	STATION	ICAO	
OH	AKRON (FULTON)	KAKR	US
OH	AKRON	KCAK	US
OH	APPLETON	KAPE	US
OH	ASHTABULA	KHZY	US
OH	ATHENS	KUNI	US
OH	BATAVIA	KI69	US
OH	BELLAIRE VOR	KAIR	US
OH	BELLEFONTAINE	KEDJ	US
OH	CAMBRIDGE	KCDI	US
OH	CHILLICOTHE	KRZT	US
OH	CINCINNAT/LUNKEN	KLUK	US
OH	CLEVELAND	KBKL	US
OH	CLEVELAND	KCLE	US
OH	CLEVLND/CUYAHOGA	KCGF	US
OH	CLEVELAND/ARTCC	KZOB	US
OH	COLUMBUS	KCMH	US
OH	COLUMBUS/ST UNIV	KOSU	US
OH	COLUMBUS/BOLTON	KTZR	US
OH	DAYTON	KDAY	US
OH	DAYTON	KMGY	US
OH	DEFIANCE	KDFI	US
OH	DELAWARE	KDLZ	US
OH	FINDLAY	KFDY	US
OH	FLAG CITY	KFBC	US
OH	HAMILTON	KHAO	US
OH	HARRISON	KI67	US
OH	LANCASTER	KLHQ	US
OH	LEBANON	KI68	US
OH	LIMA	KAOH	US
OH	LONDON	KUYF	US
OH	LORAIN/ELYRIA	KLPR	US
OH	MANSFIELD	KMFD	US
OH	MARION	KMNN	US
OH	MARYSVILLE	KMRT	US
OH	MIDDLETOWN/HOOK	KMWO	US
OH	MT VERNON/KNOX	K4I3	US
OH	NEW PHILADELPHIA	KPHD	US
OH	NEWARK	KVTA	US
OH	OTTAWA	KOWX	US
OH	PORT CLINTON	KPCW	US
OH	RAVENA/PORTAGE	KPOV	US
OH	RICKENBACKER ANG	KLCK	US
OH	ROSEWOOD VOR	KROD	US
OH	SPRINGFIELD MUNI	KSGH	US
OH	TOLEDO	KTDZ	US
OH	TOLEDO	KTOL	US
OH	VERSAILLES	KVES	US
OH	WAPAKONETA	KAXV	US
OH	WASHINGTON COURT	KI23	US
OH	WAUSEON	KUSE	US
OH	WILLOUGHBY	KLNN	US
OH	WILMINGTON	KILN	US
OH	WILMINGTON/RFC	KTIR	US
OH	WOOSTER	KBJJ	US
OH	WRIGHT PATTERSON	KFFO	US
OH	XENIA	KI19	US
OH	YOUNGSTOWN	KYNG	US
OH	ZANESVILLE	KZZV	US
OH	ASHTABULA	K7G2	US
OH	ASHTABULA	KSHI	US
OH	COLUMBUS/BOLTON	K2I4	US
OH	LANCASTER	KI15	US
OH	LORAIN/ELYRIA	K22G	US
OH	NEWARK	K2I8	US
OH	RAVENA/PORTAGE	K29G	US
OH	SOUTH BASS ISLA		US
			
OK	LAHOMA           1	6-MA	
CD	STATION	ICAO	
OK	ADA	KADH	US
OK	ARDMORE	KADM	US
OK	ARDMORE/EXEC	K1F0	US
OK	ALTUS AFB	KLTS	US
OK	ALTUS/QUARTZ MTN	KAXS	US
OK	ALVA	KAVK	US
OK	ATOKA	KAQR	US
OK	BARTLESVILLE	KBVO	US
OK	BLACKWELL	KBKN	US
OK	CLAREMORE	KGCM	US
OK	CHANDLER	KCQB	US
OK	CHICKASHA	KCHK	US
OK	CLINTON	KCSM	US
OK	CLINTON	KCLK	US
OK	CUSHING	KCUH	US
OK	DUNCAN	KDUC	US
OK	DURANT	KDUA	US
OK	EL RENO MUNI	KRQO	US
OK	ELK CITY	KELK	US
OK	ENID/VANCE AFB	KEND	US
OK	ENID/WOODRING	KWDG	US
OK	FORT SILL	KFSI	US
OK	FREDERICK/ALTUS	KFDR	US
OK	GAGE	KGAG	US
OK	HUGO	KHHW	US
OK	MITBEE/GAGE	KMMB	US
OK	GROVE	KGMJ	US
OK	GUTHRIE	KGOK	US
OK	GUYMON	KGUY	US
OK	HASKELL PROFILER		US
OK	HOBART	KHBR	US
OK	IDABEL	K4O4	US
OK	INOLA/TULSA/88D	KINX	US
OK	LAMONT PROFILER		US
OK	LAMONT ARM KLMN		US
OK	LAWTON	KLAW	US
OK	LEXINGTON	KHMY	US
OK	MORRIS		US
OK	MCALESTER	KMLC	US
OK	MUSKOGEE	KMKO	US
OK	NORMAN/WESTHEIME	KOUN	US
OK	NORMAN/SPC	KWNS	US
OK	OKLAHOMA CITY	KOKC	US
OK	OKLA CITY/WILEY	KPWA	US
OK	OKLA CITY/PAGE	KRCE	US
OK	OKLA CITY/SUNDAN	KHSD	US
OK	OKMULGEE	KOKM	US
OK	PAULS VALLEY	KPVJ	US
OK	PONCA CITY	KPNC	US
OK	POTEAU (R KERR)	KRKR	US
OK	PURCELL PROFILER		US
OK	PURCELL		US
OK	SALLISAW	KJSV	US
OK	SAND SPRINGS	KOWP	US
OK	SEMINOLE	KSRE	US
OK	SHAWNEE	KSNL	US
OK	STIGLER	KGZL	US
OK	STILLWATER	KSWO	US
OK	TAHLEQUAH	KTQH	US
OK	TINKER AFB	KTIK	US
OK	TULSA	KTUL	US
OK	TULSA	KRVS	US
OK	TULSA/WFO	KTSA	US
OK	TULSA/RFC	KTUA	US
OK	TWIN LAKES/88D	KTLX	US
OK	VANCE/KEGELMAN	KVNX	US
OK	VICI PROFILER		US
OK	VICI		US
OK	WATONGA	KJWG	US
OK	WEATHERFORD	KOJA	US
OK	WOODWARD	KWWR	US
OK	EL RENO MUNI	KF28	US
OK	PAGE	KPGO	US
OK	SEMINOLE	KH45	US
			
OR	EGON             1	4-JU	
CD	STATION	ICAO	
OR	PORTLAND	KPDX	US
OR	HILLSBORO/PORTLD	KHIO	US
OR	ASTORIA	KAST	US
OR	AURORA	KUAO	US
OR	BAKER	KBKE	US
OR	BEND	KBDN	US
OR	BROOKINGS	KBOK	US
OR	BURNS	KBNO	US
OR	CAPE BLANCO (CGS	K92S	US
OR	CASCADE LOCKS ST	KCZK	US
OR	CLATSOP SPIT	K3CL	US
OR	CORVALLIS MUNI A	KCVO	US
OR	EUGENE	KEUG	US
OR	FLORENCE MUNI	K6S2	US
OR	GOLD BEACH	K4S1	US
OR	GRANTS PASS	K3S8	US
OR	HERMISTON	KHRI	US
OR	HOOD RIVER	K4S2	US
OR	JACKSON CTY/MFR	KMAX	US
OR	JOHN DAY STATE	KGCD	US
OR	KIMBERLY/VOR	KIMB	US
OR	KLAMATH FALLS	KLMT	US
OR	LA GRANDE	KLGD	US
OR	LAKEVIEW	KLKV	US
OR	MADRAS	KS33	US
OR	MCMINNVILLE	KMMV	US
OR	MEACHAM	KMEH	US
OR	MEDFORD	KMFR	US
OR	MEDFORD(VOR)	KOED	US
OR	NEWPORT	KJNW	US
OR	NEWPORT	KONP	US
OR	NORTH BEND	KOTH	US
OR	ONTARIO	KONO	US
OR	PENDLETON	KPDT	US
OR	PORTLD/SCAPPOOSE	KRTX	US
OR	PORTLAND/WFO	KPQR	US
OR	PORTLAND/RFC	KPTR	US
OR	PRINEVILLE	KS39	US
OR	REDMOND	KRDM	US
OR	REDMOND(VOR)	KDSD	US
OR	ROME	KP88	US
OR	ROME	KREO	US
OR	ROOSTER ROCK	KRRK	US
OR	ROSEBURG	KRBG	US
OR	SALEM	KSLE	US
OR	SCAPPOOSE	KSPB	US
OR	SEA LION CAVES	K2SL	US
OR	SEXTON SUMMIT	KSXT	US
OR	SISTERS EAGLEAIR	K6K5	US
OR	THE DALLES	KDLS	US
OR	TILLAMOOK	KTMK	US
OR	TROUTDALE	KTTD	US
OR	ASTORIA CG	KNMW	US
OR	AURORA STATE	K3S2	US
OR	BROOKINGS	K4BK	US
OR	CAPE ARAGO (LS)		US
OR	HERMISTON	KS22	US
OR	JOHN DAY STATE	K5J0	US
OR	LAKEVIEW	K4LW	US
OR	NEWPORT STATE B		US
OR	PACIFIC CITY	KPFC	US
OR	SCAPPOOSE	K1S4	US
OR	TILLAMOOK	KS47	US
			
PE	NNSYLVANIA       0	7-JA	
CD	STATION	ICAO	
PA	ALLENTOWN	KABE	US
PA	ALLENTOWN QUEEN	KXLL	US
PA	ALTOONA	KAOO	US
PA	AVOCA/WILKES B.	KAVP	US
PA	BEAVER FALLS ARP	KBVI	US
PA	BEDFORD	KHMZ	US
PA	BRADFORD	KBFD	US
PA	BUTLER CO.	KBTP	US
PA	CLEARFIELD	KFIG	US
PA	COATESVILLE	KMQS	US
PA	DOYLESTOWN	KDYL	US
PA	DU BOIS	KDUJ	US
PA	EAST TEXAS VOR	KETX	US
PA	ELLWOOD CITY VOR	KEWC	US
PA	ERIE	KERI	US
PA	FOUNTAIN DALE	KRYT	US
PA	FRANKLIN	KFKL	US
PA	GROVE CITY	K29D	US
PA	HARRISBURG	KCXY	US
PA	HARRISBURG	KHAR	US
PA	HAZLETON	KHZL	US
PA	INDIANA/STEWART	KIDI	US
PA	JOHNSTOWN	KJST	US
PA	LANCASTER	KLNS	US
PA	LATROBE/WESTMORL	KLBE	US
PA	LEHIGHTON	K22N	US
PA	LOCK HAVEN	KLHV	US
PA	MEADVILLE	KGKJ	US
PA	MIDDLETOWN	KMDT	US
PA	MT. POCONO	KMPO	US
PA	MUIR AAF/INDIANT	KMUI	US
PA	NEW CASTLE MUNI	KUCP	US
PA	PERKASIE	KCKZ	US
PA	PHILADELPHIA	KPHL	US
PA	PHILADELPHIA/NE	KPNE	US
PA	PHILLY WINGS F	KLOM	US
PA	PHILIPSBURG/MID	KPSB	US
PA	PITTSBURGH/ALLEG	KAGC	US
PA	PITTSBURGH	KPIT	US
PA	PITT/CORAOPOLIS	KPBZ	US
PA	POTTSTOWN	KPTW	US
PA	QUAKERTOWN ARP	KUKT	US
PA	READING	KRDG	US
PA	RUSH/ST COLLEGE	KCCX	US
PA	SELINSGROVE	KSEG	US
PA	SLATE RUN	KSLT	US
PA	SOMERSET	K2G9	US
PA	STATE COLLEGE	KUNV	US
PA	STATE COLLEG/WFO	KCTP	US
PA	STATE COLLEG/RFC	KRHA	US
PA	TOWANDA	KN27	US
PA	WASHINGTON	KAFJ	US
PA	WEST CHESTER	KOQN	US
PA	WILLIAMSPORT	KIPT	US
PA	YORK	KTHV	US
PA	ALLENTOWN QUEEN	KJVU	US
PA	CLEARFIELD	KN97	US
PA	COATESVILLE	K40N	US
PA	HAWLEY	KHAW	US
PA	MEADVILLE	K2G6	US
PA	TOBYHANNA	K7TB	US
PA	WELLSBORO/GRAND	KN38	US
PA	WILLOW GROVE NAS	KNXX	US
			
RH	ODE ISLAND       1	6-DE	
CD	STATION	ICAO	
RI	BLOCK ISLAND	KBID	US
RI	N. KINGSTON/QUON	KOQU	US
RI	NEWPORT	KUUU	US
RI	PAWTUCKET	KSFZ	US
RI	PROVIDENCE/GREEN	KPVD	US
RI	WESTERLY	KWST	US
RI	NEWPORT	K2B4	US
RI	WOONSOCKET	K1B6	US
			
SO	UTH CAROLINA     2	2-NO	
CD	STATION	ICAO	
SC	AIKEN	KAIK	US
SC	ALLENDALE CNTY	KAQX	US
SC	ANDERSON	KAND	US
SC	BARNWELL	KBNL	US
SC	BEAUFORT MCAS	KNBC	US
SC	BEAUFORT CNTY	KARW	US
SC	BERKELEY MONCKS	KMKS	US
SC	CAMDEN WOODWARD	KCDN	US
SC	CHARLESTON	KCHS	US
SC	CHARLESTON/GRAYS	KCLX	US
SC	CHARLESTON/EXEC	KJZI	US
SC	CHERAW	KCQW	US
SC	CHESTER CATAWBA	KDCM	US
SC	CLEMSON	KCEU	US
SC	COLLIERS VOR	KIRQ	US
SC	COLUMBIA	KCAE	US
SC	COLUMBIA-OWENS	KCUB	US
SC	CONWAY-HORRY CTY	KHYW	US
SC	DARLINGTON CNTY	KUDG	US
SC	FLORENCE	KFLO	US
SC	GEORGETOWN	KGGE	US
SC	GREENWOOD	KGRD	US
SC	GREER/SPARTANSBG	KGSP	US
SC	GREENVILLE	KGMU	US
SC	GREENVILLE	KGYH	US
SC	HARTSVILLE	KHVS	US
SC	HILTON HEAD	KHXD	US
SC	KINGSTREE	KCKI	US
SC	LANCASTER	KLKR	US
SC	LAURENS	KLUX	US
SC	MANNING	KMNI	US
SC	MARION	KMAO	US
SC	MARLBORO CNTY	KBBP	US
SC	MCENTIRE ANG BAS	KMMT	US
SC	MOUNT PLEASANT	KLRO	US
SC	MYRTLE BEACH	KMYR	US
SC	NORTH MYRTLE BEA	KCRE	US
SC	NEWBERRY	KEOE	US
SC	ORANGEBURG	KOGB	US
SC	PICKENS	KLQK	US
SC	ROCK HILL	KUZA	US
SC	SHAW AFB/SUMTER	KSSC	US
SC	SPARTANBURG	KSPA	US
SC	SUMMERVILLE	KDYB	US
SC	SUMTER	KSMS	US
SC	WALTERBORO	KRBW	US
SC	WINNSBORO	KFDW	US
SC	CHARLESTON AFB	KIGC	US
SC	FOLLY ISLAND		US
SC	GRNVL/DNLDSN	KXAA	US
SC	HILTON HEAD	K49J	US
SC	ROCK HILL	K29J	US
SC	SUMTER/POINSETT	K2PJ	US
			
SO	UTH DAKOTA       2	8-FE	
CD	STATION	ICAO	
SD	ABERDEEN	KABR	US
SD	BELLE FOURCHE	KEFC	US
SD	BISON	K6V5	US
SD	BRITTON	KBTN	US
SD	BROOKINGS	KBKX	US
SD	BUFFALO	K2WX	US
SD	CHAMBERLAIN	K9V9	US
SD	CLARK	K8D7	US
SD	CUSTER	KCUT	US
SD	DESMET	K6E5	US
SD	DUPREE	KDPR	US
SD	EAGLE BUTTE	K84D	US
SD	ELLSWORTH AFB	KRCA	US
SD	FAITH	KD07	US
SD	FAULKTON	K3FU	US
SD	GETTYSBURG	K0D8	US
SD	GREGORY	K9D1	US
SD	HOT SPRINGS	KHSR	US
SD	HURON	KHON	US
SD	LEMMON	KY22	US
SD	MADISON	KMDS	US
SD	MARTIN	K9V6	US
SD	MILLBANK	K1D1	US
SD	MILLER	KMKA	US
SD	MITCHELL	KMHE	US
SD	MOBRIDGE	KMBG	US
SD	ONIDA	K98D	US
SD	PARKSTON	K8V3	US
SD	PHILIP	KPHP	US
SD	PIERRE	KPIR	US
SD	PINE RIDGE	KIEN	US
SD	PLATTE	K1D3	US
SD	RAPID CITY/WFO	KUNR	US
SD	RAPID CITY	KRAP	US
SD	RAPID/N UNDERWOD	KUDX	US
SD	SIOUX FALLS	KFSD	US
SD	SISSETON	K8D3	US
SD	SPEARFISH/CLYDE	KSPF	US
SD	STURGIS	K49B	US
SD	TEA	KY14	US
SD	VERMILLION	KVMR	US
SD	WAGNER	KAGZ	US
SD	WALL	K6V4	US
SD	WATERTOWN	KATY	US
SD	WEBSTER	K1D7	US
SD	WESSINGTON SPRIN	K4X4	US
SD	WINNER	KICR	US
SD	WINNER	KSFD	US
SD	YANKTON	KYKN	US
SD	BELLE FOURCHE	KBEL	US
SD	JCT SD44 US385	KPAC	US
SD	ELLSWORTH I90	KEL0	US
SD	WASTA I90	KWTA	US
SD	SHERIDAN LAKE RD	KSL0	US
SD	EDGEMONT US18	KED0	US
SD	SD-WY BORDR US85	KNE0	US
SD	GLAD VLY SD20	KGLV	US
SD	BATESLAND US18	KBAT	US
SD	LEMMON US12	KLEM	US
SD	ANDOVER	KADR	US
SD	BELVIDERE	KBVD	US
SD	BRANDT	KBRA	US
SD	CACTUS FLATS	KCAC	US
SD	KADOKA	KKAD	US
SD	FREDERICK	KFED	US
SD	HARROLD	KHRD	US
SD	HERRIED	KHER	US
SD	RELIANCE	KREL	US
SD	SUMMIT	KSUM	US
SD	TOLSTOY	KTLS	US
SD	VICTOR	KVIC	US
SD	VIVIAN	KVIV	US
SD	CUSTER	K0V1	US
SD	MOBRIDGE	KY26	US
SD	PHILIP	KP05	US
SD	PICKSTOWN		US
SD	REDIG	KREJ	US
			
TE	NNESSEE          1	4-SE	
CD	STATION	ICAO	
TN	ATHENS/MCMINN	KMMI	US
TN	BOLIVAR/WHITEHST	KM08	US
TN	BRISTOL	KTRI	US
TN	CHATTANOOGA	KCHA	US
TN	CHATTANOOGA VOR	KGQO	US
TN	CLARKSVILLE	KCKV	US
TN	CLEVELAND REG.	KRZR	US
TN	COLLEGEDALE	K3M3	US
TN	COLUMBIA	KMRC	US
TN	COVINGTON	KM04	US
TN	CROSSVILLE	KCSV	US
TN	DAYTON	K2A0	US
TN	DEWITT SPAIN/MEM	KM01	US
TN	DICKSON	KM02	US
TN	DYERSBURG	KDYR	US
TN	ELIZABETHTON	K0A9	US
TN	FAYETTEVILLE	KFYM	US
TN	FRANKLIN WILKINS	KM52	US
TN	GALLATIN	KM33	US
TN	GATLINBURG	KGKT	US
TN	HOLSTON MTN VOR	KHMV	US
TN	HUNTINGDON	KHZD	US
TN	JACKSON	KMKL	US
TN	JACKSBORO	KJAU	US
TN	KNOXVILLE	KTYS	US
TN	KNOXVILLE DOWNTO	KDKX	US
TN	KNOXVILLE VOR	KVXV	US
TN	LAWRENCEBURG	K2M2	US
TN	LEBANON	KM54	US
TN	LEWISBURG	KLUG	US
TN	LEXINGTON	KPVE	US
TN	LIVINGSTON	K8A3	US
TN	MADISONVILLE	KMNV	US
TN	MCMINNVILLE	KRNC	US
TN	MEMPHIS	KMEM	US
TN	MEMPHIS/WFO	KMEG	US
TN	MEMPHIS/ARTCC	KZME	US
TN	MILLINGTON/88D	KNQA	US
TN	MILLINGTON	K2M8	US
TN	MORRISTOWN	KMOR	US
TN	MORRISTOWN/KNOX	KMRX	US
TN	MURFREESBORO	KMBT	US
TN	NASHVILLE	KBNA	US
TN	NASHV/JC TUNE	KJWN	US
TN	OAK RIDGE	KOQT	US
TN	OLD HICKORY/NASH	KOHX	US
TN	PARIS HENRY CTY	KPHT	US
TN	PORTLAND	K1M5	US
TN	PULASKI	KGZS	US
TN	ROCKWOOD	KRKW	US
TN	SAVANNAH HARDIN	KSNH	US
TN	SHELBYVILLE	KSYI	US
TN	SMYRNA	KMQY	US
TN	SOMERVILLE	KFYE	US
TN	SPARTA	KSRB	US
TN	SPINGFIELD	KM91	US
TN	TULLAHOMA	KTHA	US
TN	UNION CITY	KUCY	US
TN	WINCHESTER	KBGF	US
TN	MONTEAGLE	KMGL	US
TN	SELMER	KSZY	US
			
TE	XAS              1	4-JU	
CD	STATION	ICAO	
TX	DALLAS/FT WORTH	KDFW	US
TX	ABILENE	KABI	US
TX	ALICE	KALI	US
TX	ALPINE-CASPARIS	KE38	US
TX	AMARILLO	KAMA	US
TX	ANDREWS	KE11	US
TX	ANGLETON	KLBX	US
TX	ARLINGTON	KGKY	US
TX	ATHENS	KF44	US
TX	AUSTIN	KAUS	US
TX	AUSTIN EXEC	KEDC	US
TX	AUSTIN/MABRY	KATT	US
TX	BAY CITY	KBYY	US
TX	BEAUMONT/PORT AR	KBPT	US
TX	BEAUMONT	KBMT	US
TX	BEEVILLE MUNI	KBEA	US
TX	BIG SPRING	KBPG	US
TX	BORGER	KBGD	US
TX	BONHAM	KF00	US
TX	BOWIE	K0F2	US
TX	BRADY	KBBD	US
TX	BRECKENRIDGE	KBKD	US
TX	BRENHAM	K11R	US
TX	BRIDGEPORT	KXBP	US
TX	BROWNSVILLE	KBRO	US
TX	BROWNWOOD	KBWD	US
TX	BRYAN	KCFD	US
TX	BURNET	KBMQ	US
TX	CALDWELL	KRWV	US
TX	CANADIAN	KHHF	US
TX	CAMERON	KT35	US
TX	CARRIZO SPRINGS	KCZT	US
TX	CASTROVILLE MUNI	KCVB	US
TX	CENTER	KF17	US
TX	CENTEX (AUSTIN)	KCWK	US
TX	CHILDRESS	KCDS	US
TX	CISCO	KGZN	US
TX	CLARKSVILLE	KLBR	US
TX	CLEBURNE	KCPT	US
TX	CLEVELAND MUNI	K6R3	US
TX	COLEMAN MUNI	KCOM	US
TX	COLLEGE STATION	KCLL	US
TX	COLUMBUS	K66R	US
TX	COMANCHE	KMKN	US
